[2025-09-11 22:46:55] CREACION: Nuevo árbol binario creado
[2025-09-11 22:46:55] INICIO: INICIADO...
[2025-09-11 22:46:58] ERROR: Entrada inválida en menú principal
[2025-09-11 22:47:01] ERROR: Opción de menú inválida: -9
[2025-09-11 22:47:07] ERROR: Opción de menú inválida: 10
[2025-09-11 22:47:10] ERROR: Intento de búsqueda en árbol vacío
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [699] Javier Morales
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [700] Ana Muñoz
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [701] Carlos Muñoz
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [702] María Muñoz
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [703] Juan Muñoz
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [704] Laura Muñoz
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [705] Pedro Muñoz
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [706] Sofía Muñoz
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [707] Diego Muñoz
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [708] Carmen Muñoz
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [709] Luis Muñoz
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [710] Elena Muñoz
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [711] Roberto Muñoz
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [712] Patricia Muñoz
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [713] Miguel Muñoz
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [714] Rosa Muñoz
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [715] Fernando Muñoz
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [716] Isabel Muñoz
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [717] Antonio Muñoz
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [718] Mónica Muñoz
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [719] Javier Muñoz
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [720] Ana Álvarez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [721] Carlos Álvarez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [722] María Álvarez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [723] Juan Álvarez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [724] Laura Álvarez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [725] Pedro Álvarez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [726] Sofía Álvarez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [727] Diego Álvarez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [728] Carmen Álvarez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [729] Luis Álvarez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [730] Elena Álvarez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [731] Roberto Álvarez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [732] Patricia Álvarez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [733] Miguel Álvarez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [734] Rosa Álvarez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [735] Fernando Álvarez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [736] Isabel Álvarez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [737] Antonio Álvarez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [738] Mónica Álvarez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [739] Javier Álvarez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [740] Ana Romero
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [741] Carlos Romero
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [742] María Romero
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [743] Juan Romero
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [744] Laura Romero
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [745] Pedro Romero
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [746] Sofía Romero
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [747] Diego Romero
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [748] Carmen Romero
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [749] Luis Romero
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [750] Elena Romero
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [751] Roberto Romero
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [752] Patricia Romero
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [753] Miguel Romero
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [754] Rosa Romero
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [755] Fernando Romero
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [756] Isabel Romero
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [757] Antonio Romero
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [758] Mónica Romero
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [759] Javier Romero
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [760] Ana Navarro
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [761] Carlos Navarro
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [762] María Navarro
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [763] Juan Navarro
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [764] Laura Navarro
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [765] Pedro Navarro
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [766] Sofía Navarro
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [767] Diego Navarro
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [768] Carmen Navarro
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [769] Luis Navarro
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [770] Elena Navarro
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [771] Roberto Navarro
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [772] Patricia Navarro
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [773] Miguel Navarro
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [774] Rosa Navarro
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [775] Fernando Navarro
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [776] Isabel Navarro
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [777] Antonio Navarro
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [778] Mónica Navarro
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [779] Javier Navarro
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [780] Ana Torres
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [781] Carlos Torres
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [782] María Torres
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [783] Juan Torres
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [784] Laura Torres
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [785] Pedro Torres
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [786] Sofía Torres
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [787] Diego Torres
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [788] Carmen Torres
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [789] Luis Torres
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [790] Elena Torres
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [791] Roberto Torres
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [792] Patricia Torres
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [793] Miguel Torres
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [794] Rosa Torres
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [795] Fernando Torres
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [796] Isabel Torres
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [797] Antonio Torres
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [798] Mónica Torres
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [799] Javier Torres
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [800] Ana García
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [801] Carlos García
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [802] María García
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [803] Juan García
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [804] Laura García
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [805] Pedro García
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [806] Sofía García
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [807] Diego García
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [808] Carmen García
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [809] Luis García
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [810] Elena García
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [811] Roberto García
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [812] Patricia García
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [813] Miguel García
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [814] Rosa García
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [815] Fernando García
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [816] Isabel García
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [817] Antonio García
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [818] Mónica García
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [819] Javier García
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [820] Ana López
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [821] Carlos López
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [822] María López
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [823] Juan López
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [824] Laura López
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [825] Pedro López
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [826] Sofía López
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [827] Diego López
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [828] Carmen López
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [829] Luis López
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [830] Elena López
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [831] Roberto López
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [832] Patricia López
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [833] Miguel López
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [834] Rosa López
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [835] Fernando López
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [836] Isabel López
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [837] Antonio López
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [838] Mónica López
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [839] Javier López
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [840] Ana Rodríguez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [841] Carlos Rodríguez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [842] María Rodríguez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [843] Juan Rodríguez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [844] Laura Rodríguez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [845] Pedro Rodríguez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [846] Sofía Rodríguez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [847] Diego Rodríguez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [848] Carmen Rodríguez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [849] Luis Rodríguez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [850] Elena Rodríguez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [851] Roberto Rodríguez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [852] Patricia Rodríguez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [853] Miguel Rodríguez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [854] Rosa Rodríguez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [855] Fernando Rodríguez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [856] Isabel Rodríguez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [857] Antonio Rodríguez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [858] Mónica Rodríguez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [859] Javier Rodríguez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [860] Ana Martínez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [861] Carlos Martínez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [862] María Martínez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [863] Juan Martínez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [864] Laura Martínez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [865] Pedro Martínez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [866] Sofía Martínez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [867] Diego Martínez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [868] Carmen Martínez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [869] Luis Martínez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [870] Elena Martínez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [871] Roberto Martínez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [872] Patricia Martínez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [873] Miguel Martínez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [874] Rosa Martínez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [875] Fernando Martínez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [876] Isabel Martínez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [877] Antonio Martínez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [878] Mónica Martínez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [879] Javier Martínez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [880] Ana Pérez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [881] Carlos Pérez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [882] María Pérez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [883] Juan Pérez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [884] Laura Pérez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [885] Pedro Pérez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [886] Sofía Pérez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [887] Diego Pérez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [888] Carmen Pérez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [889] Luis Pérez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [890] Elena Pérez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [891] Roberto Pérez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [892] Patricia Pérez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [893] Miguel Pérez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [894] Rosa Pérez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [895] Fernando Pérez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [896] Isabel Pérez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [897] Antonio Pérez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [898] Mónica Pérez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [899] Javier Pérez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [900] Ana Sánchez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [901] Carlos Sánchez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [902] María Sánchez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [903] Juan Sánchez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [904] Laura Sánchez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [905] Pedro Sánchez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [906] Sofía Sánchez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [907] Diego Sánchez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [908] Carmen Sánchez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [909] Luis Sánchez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [910] Elena Sánchez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [911] Roberto Sánchez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [912] Patricia Sánchez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [913] Miguel Sánchez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [914] Rosa Sánchez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [915] Fernando Sánchez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [916] Isabel Sánchez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [917] Antonio Sánchez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [918] Mónica Sánchez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [919] Javier Sánchez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [920] Ana Ramírez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [921] Carlos Ramírez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [922] María Ramírez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [923] Juan Ramírez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [924] Laura Ramírez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [925] Pedro Ramírez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [926] Sofía Ramírez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [927] Diego Ramírez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [928] Carmen Ramírez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [929] Luis Ramírez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [930] Elena Ramírez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [931] Roberto Ramírez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [932] Patricia Ramírez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [933] Miguel Ramírez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [934] Rosa Ramírez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [935] Fernando Ramírez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [936] Isabel Ramírez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [937] Antonio Ramírez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [938] Mónica Ramírez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [939] Javier Ramírez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [940] Ana Cruz
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [941] Carlos Cruz
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [942] María Cruz
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [943] Juan Cruz
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [944] Laura Cruz
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [945] Pedro Cruz
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [946] Sofía Cruz
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [947] Diego Cruz
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [948] Carmen Cruz
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [949] Luis Cruz
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [950] Elena Cruz
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [951] Roberto Cruz
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [952] Patricia Cruz
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [953] Miguel Cruz
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [954] Rosa Cruz
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [955] Fernando Cruz
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [956] Isabel Cruz
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [957] Antonio Cruz
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [958] Mónica Cruz
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [959] Javier Cruz
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [960] Ana Flores
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [961] Carlos Flores
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [962] María Flores
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [963] Juan Flores
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [964] Laura Flores
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [965] Pedro Flores
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [966] Sofía Flores
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [967] Diego Flores
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [968] Carmen Flores
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [969] Luis Flores
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [970] Elena Flores
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [971] Roberto Flores
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [972] Patricia Flores
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [973] Miguel Flores
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [974] Rosa Flores
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [975] Fernando Flores
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [976] Isabel Flores
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [977] Antonio Flores
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [978] Mónica Flores
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [979] Javier Flores
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [980] Ana Gómez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [981] Carlos Gómez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [982] María Gómez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [983] Juan Gómez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [984] Laura Gómez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [985] Pedro Gómez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [986] Sofía Gómez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [987] Diego Gómez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [988] Carmen Gómez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [989] Luis Gómez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [990] Elena Gómez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [991] Roberto Gómez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [992] Patricia Gómez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [993] Miguel Gómez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [994] Rosa Gómez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [995] Fernando Gómez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [996] Isabel Gómez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [997] Antonio Gómez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [998] Mónica Gómez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [999] Javier Gómez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [1000] Ana Díaz
[2025-09-11 22:47:22] CONSTRUCCION: Árbol construido exitosamente con 1000 empleados
[2025-09-11 22:47:29] ERROR: Error en búsqueda: entrada inválida
[2025-09-11 22:47:36] BUSQUEDA: Iniciando búsqueda del empleado con ID: 1
[2025-09-11 22:47:36] BUSQUEDA: Empleado encontrado en árbol - ID: 1
[2025-09-11 22:47:36] BUSQUEDA: Empleado encontrado: [1] Carlos García
[2025-09-11 22:47:45] BUSQUEDA: Iniciando búsqueda del empleado con ID: 2000
[2025-09-11 22:47:45] BUSQUEDA: Empleado no encontrado en árbol - ID: 2000
[2025-09-11 22:47:45] BUSQUEDA: Empleado con ID 2000 no encontrado
[2025-09-11 22:47:53] ERROR: Error al ingresar ID: entrada inválida
[2025-09-11 22:48:04] BUSQUEDA: Empleado no encontrado en árbol - ID: 1001
[2025-09-11 22:48:07] INSERCION: Empleado insertado en árbol: [1001] Melissa
[2025-09-11 22:48:07] INSERCION: Empleado agregado exitosamente: [1001] Melissa
[2025-09-11 22:48:18] ERROR: Error en eliminación: entrada inválida
[2025-09-11 22:48:23] BUSQUEDA: Empleado encontrado en árbol - ID: 1
[2025-09-11 22:48:30] CANCELACION: Eliminación cancelada para empleado con ID: 1
[2025-09-11 22:48:35] BUSQUEDA: Empleado encontrado en árbol - ID: 1
[2025-09-11 22:48:36] CANCELACION: Eliminación cancelada para empleado con ID: 1
